,station,sample,core,cruise,time,year,month,day,hour,x,y,y_adj,temperature,depth,grain_phi,grain_mm,grain_slope,mud_percent,vf_sand_percent,f_sand_percent,m_sand_percent,c_sand_percent,vc_sand_percent,vf_pebbles_percent,f_pebbles_percent,pebbles_percent,tom_proportion,shear_stress,vms_ospar,seq_depth
B15,DB_18,DB_18,b,HE538,T23:48:02,2019,7,31,24,4.30768,55.70674,55.70674,16,34.44994528,2.083996298,235.8601679,3.006599036,0,1.665357423,61.89316575,32.20738413,2.223095051,1.7282011,0.282796544,0,0,0.004831468,0.3035,0.697136871,19650
B16,DB_19,DB_19,b,HE538,T00:51:08,2019,8,1,1,4.33702,55.66435,55.66435,16,34.45945193,2.334119678,198.3170089,1.825920182,3.713660519,6.128477649,74.64520163,10.12972804,0.536105033,0.311034698,4.535792435,0,0,0.0049,0.3036,0.743552464,21041
B17,DB_28,DB_28,b,HE538,T01:48:13,2019,8,1,2,4.25543,55.64536,55.64536,17,35.73569331,2.470588333,180.4175599,2.759441345,2.28604757,6.107033117,83.70746557,5.829634688,0.207693183,0.132297713,1.729828155,0,0,0.0046,0.2893,0.52747284,26301
B18,DB_17,DB_17,b,HE538,T02:46:20,2019,8,1,3,4.18825,55.68393,55.68393,14,38.97162801,2.494318002,177.4742962,3.295415439,2.11625012,7.842573973,79.55759839,9.605477353,0.199176482,0.109164033,0.569759648,0,0,0.017105961,0.2541,0.375223015,19574
B19,DB_27,DB_27,b,HE538,T10:52:48,2019,8,1,11,4.17817,55.62895,55.62895,15,35.88800907,1.647720648,319.1439828,2.43382652,0.010896807,0.174348916,29.48676038,62.29704697,3.770295303,1.329410483,2.931241146,0,0,0.005832876,0.2878,0.448844472,21200
B20,DB_25,DB_25,b,HE538,T12:29:08,2019,8,1,12,4.08943,55.61245,55.61245,15,34.26897864,2.37321302,193.0152816,2.741406157,2.084133692,5.128697657,75.89127929,14.8444103,0.566653861,0.180560891,1.30426431,0,0,0.010623492,0.3036,0.429074598,15975
B21,DB_24,DB_24,b,HE538,T13:52:38,2019,8,1,14,4.02217,55.58738,55.58738,15,34.71873262,2.330249229,198.8497661,2.17065308,2.158909927,7.096089188,72.61546629,13.38701115,1.772252699,0.441514776,2.528755972,0,0,0.0051,0.2988,0.410080621,16735
B22,DB_21,DB_21,b,HE538,T15:56:02,2019,8,1,16,3.83602,55.57422,55.57422,15,36.25702729,2.507366002,175.8764226,3.631562455,1.878005013,8.111995397,80.3103982,8.553073161,0.865717847,0.206840815,0.073969563,0,0,0.0046,0.2905,0.483381309,17532
B23,DB_31,DB_31,b,HE538,T17:36:13,2019,8,1,18,3.93377,55.52887,55.52887,16,33.50398607,2.446877632,183.4072237,2.996298435,2.16471041,7.629401578,76.18433712,12.51587454,0.680200115,0.093323071,0.732153165,0,0,0.0034,0.3128,0.358427812,18335
B24,DB_32,DB_32,b,HE538,T19:04:00,2019,8,1,19,4.00496,55.54504,55.54504,16,33.03473735,2.343768874,196.9950285,2.33206546,2.41428983,6.573321809,71.77067128,15.83405359,0.95303947,0.60616537,1.848458657,0,0,0.0055,0.3159,0.367864154,19801
B25,DB_34,DB_34,b,HE538,T20:39:30,2019,8,1,21,4.08603,55.50448,55.50448,16,31.093628,2.296572441,203.5461105,1.907747046,4.002141237,3.445701326,74.07130883,13.19678251,1.060757604,0.339498781,3.883809712,0,0,0.005,0.3409,0.557978309,18555
B26,DB_33,DB_33,b,HE538,T21:31:05,2019,8,1,22,4.08672,55.46098,55.46098,15,29.72055777,2.322435009,199.9297391,2.867394711,1.588114754,3.709016393,76.05327869,14.9692623,2.56454918,0.319672131,0.796106557,0,0,0.014088956,0.3555,0.687426606,18255
B27,DB_44,DB_44,b,HE538,T22:34:30,2019,8,1,23,4.19996,55.45266,55.45266,14,29.96938415,1.982023399,253.1345963,3.097300809,0.265066964,0.725446429,51.34626116,44.21037946,1.960100446,0.969587054,0.523158482,0,0,0.003404057,0.3514,0.743276827,31026
B28,DB_45,DB_45,b,HE538,T23:23:23,2019,8,1,23,4.27008,55.4681,55.4681,14,30.94828105,2.369925782,193.4555761,2.288606133,2.58256826,4.33408847,79.66972696,10.15142482,0.294503398,0.149040181,2.818647907,0,0,0.005,0.3418,0.666081723,20144
B29,DB_37,DB_37,b,HE538,T00:10:31,2019,8,2,0,4.31284,55.50194,55.50194,15,32.02282462,2.268522853,207.5422761,3.49744296,0.684804738,2.841014251,73.34813992,21.02535628,1.415880067,0.499722376,0.185082362,0,0,0.016529021,0.3308,0.572659717,13306
B30,DB_36,DB_36,b,HE538,T00:55:27,2019,8,2,1,4.23462,55.51881,55.51881,15,31.33623882,2.421966615,186.601616,2.850184669,2.053342875,6.59767141,77.27147615,12.24161185,0.525721835,0.225702568,1.084473315,0,0,0.0058,0.3373,0.500488998,13282
B31,DB_26,DB_26,b,HE538,T01:53:52,2019,8,2,2,4.19151,55.56611,55.56611,16,32.69363898,2.334290867,198.2934781,2.014576419,1.96121398,7.71447354,74.56667032,10.96745919,0.765859538,0.347321135,3.677002301,0,0,0.0049,0.3225,0.475294218,18396
B32,DB_35,DB_35,b,HE538,T02:41:51,2019,8,2,3,4.15057,55.53128,55.53128,14,31.62068281,2.346078096,196.6799644,2.376703975,1.842823713,5.586973479,76.31630265,12.84126365,0.794656786,0.326638066,2.291341654,0,0,0.014333022,0.3335,0.505947904,20983
B33,DB_43,DB_43,b,HE538,T06:03:14,2019,8,2,6,4.18914,55.41457,55.41457,13,35.73396583,2.547091401,171.0996364,4.004185014,2.41193628,7.07314337,83.03903971,7.260489118,0.085259143,0.111061252,0.019071124,0,0,0.004,0.2865,0.761513974,25318
B34,DB_38,DB_38,b,HE538,T12:38:21,2019,8,2,13,4.35178,55.54886,55.54886,15,31.18054798,2.396292646,189.952072,2.652137073,1.74030964,4.946321618,81.31766301,9.375070629,0.449768335,0.320940219,1.849926545,0,0,0.0037,0.3391,0.547588371,22257
B35,DB_29,DB_29,b,HE538,T14:09:09,2019,8,2,14,4.37298,55.59442,55.59442,16,32.31892688,2.012423907,247.8563444,3.075036933,0.03657979,0.969364426,54.61362597,41.90214906,0,2.066758116,0.411522634,0,0,0.00439954,0.3275,0.571981043,23209
B36,DB_30,DB_30,b,HE538,T15:55:44,2019,8,2,16,4.41049,55.63285,55.63285,16,33.9863469,2.231333591,212.9617754,3.32382161,0.453555878,2.412917271,71.91582003,22.63546202,1.602564103,0.562409289,0.417271408,0,0,0.004978625,0.3083,0.538722354,20754
B37,DB_40,DB_40,b,HE538,T17:37:41,2019,8,2,18,4.44608,55.56045,55.56045,16,31.98606849,2.481475696,179.0611552,3.332885967,2.666686043,5.93937104,80.1633436,10.44439923,0.258675812,0.062489101,0.465035168,0,0,0.0046,0.3291,0.575131763,15150
B38,DB_39,DB_39,b,HE538,T19:04:41,2019,8,2,19,4.42462,55.51426,55.51426,15,30.91286823,1.922585937,263.7812753,3.143457872,0.021117094,0.88691796,45.80297751,49.60405448,2.206736353,0.908035054,0.570161546,0,0,0.004330478,0.3431,0.570859926,9108
B39,DB_41,DB_41,b,HE538,T20:56:37,2019,8,2,21,4.51596,55.55004,55.55004,16,32.12024557,2.456547965,182.1819628,2.957383266,1.824411135,7.743040685,78.67922912,10.19357602,0.337473233,0.161884368,1.060385439,0,0,0.0037,0.3291,0.605658894,18551
B40,DB_46,DB_46,b,HE538,T21:57:32,2019,8,2,22,4.57765,55.50599,55.50599,16,32.00139493,2.534557342,172.5926172,3.261004007,2.593070536,9.270531519,78.8269095,8.469479682,0.272698498,0.087653089,0.479657179,0,0,0.0041,0.3309,0.660004374,13169
B41,DB_49,DB_49,b,HE538,T10:16:53,2019,8,3,10,4.63113,55.47174,55.47174,13,36.16469247,2.544033452,171.4626853,3.553228228,3.316130449,7.092346547,80.58965631,8.598879982,0.227297683,0.063687274,0.112001757,0,0,0.0035,0.2927,0.531143414,27838
B42,DB_58,DB_58,b,HE538,T23:42:42,2019,8,2,24,4.67663,55.44136,55.44136,14,42.40047348,2.650100674,159.3089612,3.735663297,2.424584156,14.85762616,77.13278827,5.273000658,0.196410112,0.058265201,0.057325439,0,0,0.0042,0.2281,0.254253764,26472
B43,DB_57,DB_57,b,HE538,T00:32:34,2019,8,3,1,4.60343,55.43296,55.43296,13,40.7043039,2.410486209,188.0924428,3.642357024,1.501608867,4.451197712,80.61315695,11.80729353,1.144082946,0.429031105,0.053628888,0,0,0.008923025,0.24,0.373043814,24959
B44,DB_56,DB_56,b,HE538,T01:25:41,2019,8,3,1,4.52486,55.41608,55.41608,13,41.94213778,2.596985274,165.2835127,3.688875012,2.719685676,10.60008638,80.10811865,6.214035919,0.153260976,0.080810333,0.124002062,0,0,0.0065,0.2262,0.523440032,15097
B45,DB_53,DB_53,b,HE538,T02:17:28,2019,8,3,2,4.43726,55.40303,55.40303,13,43.17952869,2.483114385,178.8578836,3.987988279,0.910795607,7.411376016,82.46271989,8.125725511,0.758996339,0.27681043,0.053576212,0,0,0.005580369,0.2151,0.44980057,15790
B46,DB_52,DB_52,b,HE538,T03:11:32,2019,8,3,3,4.35633,55.39278,55.39278,13,43.38084636,2.387248994,191.146542,3.529336042,0.398058252,7.601941748,75.49514563,14.83495146,1.087378641,0.524271845,0.058252427,0,0,0.006702503,0.216,0.368340042,9622
B47,DB_50,DB_50,b,HE538,T04:04:57,2019,8,3,4,4.27171,55.37881,55.37881,12,41.19704727,2.376780556,192.5385778,3.5985897,2.125356686,3.414346158,76.32588803,17.52435305,0.442782643,0.098396143,0.0688773,0,0,0.005772408,0.2346,0.300601701,16737
B48,DB_48,DB_48,b,HE538,T11:53:57,2019,8,3,12,4.53834,55.46178,55.46178,15,31.66039395,2.393675413,190.2969821,2.385651907,2.212094124,6.008032533,78.83717124,9.90972843,0.406662722,0.226623189,2.399687764,0,0,0.0034,0.335,0.643943229,21693
B49,DB_47,DB_47,b,HE538,T13:20:28,2019,8,3,13,4.4489,55.44823,55.44823,15,32.95128889,2.482018479,178.9938,3.916726026,2.013025459,4.065522005,85.53779357,7.853759621,0.132228143,0.050325636,0.347345569,0,0,0.01661806,0.3228,0.683256428,16454
B50,DB_42,DB_42,b,HE538,T14:57:28,2019,8,3,13,4.35212,55.43818,55.43818,13,35.4789373,2.560375966,169.5313553,3.531971614,3.118564284,8.70844366,79.46847112,8.330881632,0.157889575,0.111797588,0.103952143,0,0,0.0051,0.2896,0.630722927,15233
C01b,506,506b,b,HE562,T02:07:00,2020,10,4,2,7.91666,54.58328,54.58328,16,12.00517875,1.285634613,410.1903302,2.946556522,0.049654898,0.099309797,9.33512091,64.36267938,22.02691295,3.798599732,0.32772233,0,0,0.001656239,0.7983,0.922951704,7618
C02b,507,507b,b,HE562,T01:27:00,2020,10,4,1,7.91639,54.60025,54.60025,16.5,12.26505157,0.878007847,544.1182611,2.172568909,0.067985167,0.037082818,5.550061805,45.90852905,30.407911,16.42150803,1.606922126,0,0,0.001258468,0.7279,0.951483774,13462
C03a,508,508a,a,HE562,T03:20:00,2020,10,4,3,7.9582,54.58349,54.583489,16,10.25242677,1.057134085,480.5857962,3.162314341,0.007109342,0.056874733,3.469358737,54.13052751,37.1036542,5.182710081,0.049765392,0,0,0.001423513,0.8662,1.008998449,12039
C03b,508,508b,b,HE562,T03:20:00,2020,10,4,3,7.9582,54.58349,54.58349,16,10.25242677,1.057134085,480.5857962,3.162314341,0.007109342,0.056874733,3.469358737,54.13052751,37.1036542,5.182710081,0.049765392,0,0,0.001423513,0.8662,1.008998449,10829
C03c,508,508c,c,HE562,T03:20:00,2020,10,4,3,7.9582,54.58349,54.583491,16,10.25242677,1.057134085,480.5857962,3.162314341,0.007109342,0.056874733,3.469358737,54.13052751,37.1036542,5.182710081,0.049765392,0,0,0.001423513,0.8662,1.008998449,20724
C04a,514,514a,a,HE562,T22:30:00,2020,10,3,22,7.92237,54.66225,54.662249,17,12.15896835,1.142027455,453.1223461,2.527430633,0.249883775,0.040678754,9.321245932,51.85960019,31.65969317,6.473733147,0.39516504,0,0,0.002008903,0.6385,1.253689625,10228
C04b,514,514b,b,HE562,T22:30:00,2020,10,3,22,7.92237,54.66225,54.66225,17,12.15896835,1.142027455,453.1223461,2.527430633,0.249883775,0.040678754,9.321245932,51.85960019,31.65969317,6.473733147,0.39516504,0,0,0.002008903,0.6385,1.253689625,18756
C04c,514,514c,c,HE562,T22:30:00,2020,10,3,22,7.92237,54.66225,54.662251,17,12.15896835,1.142027455,453.1223461,2.527430633,0.249883775,0.040678754,9.321245932,51.85960019,31.65969317,6.473733147,0.39516504,0,0,0.002008903,0.6385,1.253689625,17674
C05b,585,585b,b,HE562,T02:38:00,2020,10,4,2,7.92808,54.58366,54.58366,16,12.05843567,1.489407244,356.1588528,3.131669338,0.395787688,0.501802248,14.01512474,69.53141565,14.04339529,1.364053997,0.148420383,0,0,0.002797684,0.8144,0.903797176,12971
C06b,CLS_13,CLS_13b,b,HE562,T07:10:00,2020,10,4,7,8.00354,54.41448,54.41448,17,16.10013029,2.023943997,245.8850632,3.846620204,0.072891127,0.410840899,54.64846597,42.4822742,1.908422238,0.337949771,0.139155788,0,0,0.004707001,1.127,0.75540402,20938
C07a,CLS_15,CLS_15a,a,HE562,T06:16:00,2020,10,4,6,7.99886,54.49989,54.499889,17,15.39206667,1.309114056,403.5686309,2.85526687,0.059347181,0.230794593,12.46290801,58.18661391,26.6732608,2.05077481,0.336300692,0,0,0.002449929,1.1807,1.176271013,24411
C07b,CLS_15,CLS_15b,b,HE562,T06:16:00,2020,10,4,6,7.99886,54.49989,54.49989,17,15.39206667,1.309114056,403.5686309,2.85526687,0.059347181,0.230794593,12.46290801,58.18661391,26.6732608,2.05077481,0.336300692,0,0,0.002449929,1.1807,1.176271013,17473
C07c,CLS_15,CLS_15c,c,HE562,T06:16:00,2020,10,4,6,7.99886,54.49989,54.499891,17,15.39206667,1.309114056,403.5686309,2.85526687,0.059347181,0.230794593,12.46290801,58.18661391,26.6732608,2.05077481,0.336300692,0,0,0.002449929,1.1807,1.176271013,29081
C08a,CLS_22,CLS_22a,a,HE562,T19:46:00,2020,10,2,19,7.83271,54.66615,54.666149,16,14.48016601,1.395245196,380.1800685,3.246029187,0.067509513,0.07978397,11.54412667,68.67558611,17.65066896,1.75524733,0.227077452,0,0,0.001327256,0.6861,0.294073694,16630
C08b,CLS_22,CLS_22b,b,HE562,T19:46:00,2020,10,2,19,7.83271,54.66615,54.66615,16,14.48016601,1.395245196,380.1800685,3.246029187,0.067509513,0.07978397,11.54412667,68.67558611,17.65066896,1.75524733,0.227077452,0,0,0.001327256,0.6861,0.294073694,13056
C08c,CLS_22,CLS_22c,c,HE562,T19:46:00,2020,10,2,19,7.83271,54.66615,54.666151,16,14.48016601,1.395245196,380.1800685,3.246029187,0.067509513,0.07978397,11.54412667,68.67558611,17.65066896,1.75524733,0.227077452,0,0,0.001327256,0.6861,0.294073694,31000
C09b,CLS_25,CLS_25b,b,HE562,T08:02:00,2020,9,30,8,7.83406,54.91711,54.91711,17,19.22758081,2.43652439,184.7281468,3.330338274,1.26176219,7.841459937,77.33105218,11.56971771,1.404334189,0.420587397,0.171086399,0,0,0.002775413,0.5303,0.344426663,18715
C10a,CLS_26,CLS_26a,a,HE562,T11:47:00,2020,9,30,11,7.66401,54.83362,54.833619,18,20.44031402,0.09305037,937.5383627,2.08466634,0.031472933,0.183592111,0.912715065,18.90474192,24.76919849,48.34242551,6.855853966,0,0,0.000973363,0.5597,0.448009386,8604
C10b,CLS_26,CLS_26b,b,HE562,T11:47:00,2020,9,30,11,7.66401,54.83362,54.83362,18,20.44031402,0.09305037,937.5383627,2.08466634,0.031472933,0.183592111,0.912715065,18.90474192,24.76919849,48.34242551,6.855853966,0,0,0.000973363,0.5597,0.448009386,34811
C10c,CLS_26,CLS_26c,c,HE562,T11:47:00,2020,9,30,11,7.66401,54.83362,54.833621,18,20.44031402,0.09305037,937.5383627,2.08466634,0.031472933,0.183592111,0.912715065,18.90474192,24.76919849,48.34242551,6.855853966,0,0,0.000973363,0.5597,0.448009386,16858
C11a,CLS_29,CLS_29a,a,HE562,T19:50:00,2020,9,29,19,7.83331,55.00079,55.000789,18,17.37407376,0.939240131,521.5074865,3.159457324,0.128324778,0.005832944,1.423238451,46.79188054,45.43280448,5.902939804,0.314979001,0,0,0.001839304,0.4773,0.167371513,21417
C11b,CLS_29,CLS_29b,b,HE562,T19:50:00,2020,9,29,19,7.83331,55.00079,55.00079,18,17.37407376,0.939240131,521.5074865,3.159457324,0.128324778,0.005832944,1.423238451,46.79188054,45.43280448,5.902939804,0.314979001,0,0,0.001839304,0.4773,0.167371513,23310
C11c,CLS_29,CLS_29c,c,HE562,T19:50:00,2020,9,29,19,7.83331,55.00079,55.000791,18,17.37407376,0.939240131,521.5074865,3.159457324,0.128324778,0.005832944,1.423238451,46.79188054,45.43280448,5.902939804,0.314979001,0,0,0.001839304,0.4773,0.167371513,24596
C12a,CLS_33,CLS_33a,a,HE562,T05:12:00,2020,10,4,5,7.83277,54.49952,54.499519,17,18.41053998,2.182454185,220.3006741,3.671567512,0.122881904,1.131807011,70.63769241,25.59177338,1.668606907,0.633811926,0.213426465,0,0,0.001983416,0.8507,0.724018838,19406
C12b,CLS_33,CLS_33b,b,HE562,T05:12:00,2020,10,4,5,7.83277,54.49952,54.49952,17,18.41053998,2.182454185,220.3006741,3.671567512,0.122881904,1.131807011,70.63769241,25.59177338,1.668606907,0.633811926,0.213426465,0,0,0.001983416,0.8507,0.724018838,23475
C12c,CLS_33,CLS_33c,c,HE562,T05:12:00,2020,10,4,5,7.83277,54.49952,54.499521,17,18.41053998,2.182454185,220.3006741,3.671567512,0.122881904,1.131807011,70.63769241,25.59177338,1.668606907,0.633811926,0.213426465,0,0,0.001983416,0.8507,0.724018838,35306
C13a,CLS_41,CLS_41a,a,HE562,T10:13:00,2020,9,30,10,7.8353,54.83291,54.832909,17,17.74309866,2.073711975,237.5475158,3.108582281,0.174509918,3.734512245,54.40055843,37.57198534,3.600721308,0.447908789,0.069803967,0,0,0.002622053,0.5229,0.411799145,3259
C13b,CLS_41,CLS_41b,b,HE562,T10:13:00,2020,9,30,10,7.8353,54.83291,54.83291,17,17.74309866,2.073711975,237.5475158,3.108582281,0.174509918,3.734512245,54.40055843,37.57198534,3.600721308,0.447908789,0.069803967,0,0,0.002622053,0.5229,0.411799145,48548
C13c,CLS_41,CLS_41c,c,HE562,T10:13:00,2020,9,30,10,7.8353,54.83291,54.832911,17,17.74309866,2.073711975,237.5475158,3.108582281,0.174509918,3.734512245,54.40055843,37.57198534,3.600721308,0.447908789,0.069803967,0,0,0.002622053,0.5229,0.411799145,8964
C14a,CLS_43,CLS_43a,a,HE562,T07:16:00,2020,9,28,7,7.10544,55.07012,55.070119,17,34.0633507,2.901775096,133.806945,2.474866132,4.989935375,41.64636084,43.75463502,8.019917364,1.239538087,0.296641593,0.052971713,0,0,0.004607299,0.5195,0.038054614,18085
C14b,CLS_43,CLS_43b,b,HE562,T07:16:00,2020,9,28,7,7.10544,55.07012,55.07012,17,34.0633507,2.901775096,133.806945,2.474866132,4.989935375,41.64636084,43.75463502,8.019917364,1.239538087,0.296641593,0.052971713,0,0,0.004607299,0.5195,0.038054614,6869
C14c,CLS_43,CLS_43c,c,HE562,T07:16:00,2020,9,28,7,7.10544,55.07012,55.070121,17,34.0633507,2.901775096,133.806945,2.474866132,4.989935375,41.64636084,43.75463502,8.019917364,1.239538087,0.296641593,0.052971713,0,0,0.004607299,0.5195,0.038054614,7758
C15a,CLS_45,CLS_45a,a,HE562,T11:14:00,2020,9,29,11,7.29564,54.9973,54.997299,17,30.21914376,2.76946846,146.6583928,2.847633987,3.979816644,26.01805131,64.6862341,4.015350721,0.724895174,0.298486248,0.277165802,0,0,0.005160225,0.5714,0.063023286,20665
C15b,CLS_45,CLS_45b,b,HE562,T11:14:00,2020,9,29,11,7.29564,54.9973,54.9973,17,30.21914376,2.76946846,146.6583928,2.847633987,3.979816644,26.01805131,64.6862341,4.015350721,0.724895174,0.298486248,0.277165802,0,0,0.005160225,0.5714,0.063023286,12617
C15c,CLS_45,CLS_45c,c,HE562,T11:14:00,2020,9,29,11,7.29564,54.9973,54.997301,17,30.21914376,2.76946846,146.6583928,2.847633987,3.979816644,26.01805131,64.6862341,4.015350721,0.724895174,0.298486248,0.277165802,0,0,0.005160225,0.5714,0.063023286,34723
C16a,CLS_49,CLS_49a,a,HE562,T17:26:00,2020,10,2,17,7.66568,54.74988,54.749879,17,19.53228099,2.202837956,217.209942,3.504916443,1.56991115,1.05551473,66.42394282,29.42080299,1.329414123,0.200414189,0,0,0,0.002095089,0.5935,0.488913073,35164
C16b,CLS_49,CLS_49b,b,HE562,T17:26:00,2020,10,2,17,7.66568,54.74988,54.74988,17,19.53228099,2.202837956,217.209942,3.504916443,1.56991115,1.05551473,66.42394282,29.42080299,1.329414123,0.200414189,0,0,0,0.002095089,0.5935,0.488913073,9905
C16c,CLS_49,CLS_49c,c,HE562,T17:26:00,2020,10,2,17,7.66568,54.74988,54.749881,17,19.53228099,2.202837956,217.209942,3.504916443,1.56991115,1.05551473,66.42394282,29.42080299,1.329414123,0.200414189,0,0,0,0.002095089,0.5935,0.488913073,8328
C17a,CLS_52,CLS_52a,a,HE562,T07:58:00,2020,9,29,7,7.32042,55.02621,55.026209,18,30.1186367,2.711387943,152.6830755,2.484633137,1.13582584,36.6461587,47.10522164,12.61239943,2.145448809,0.339170216,0.015775359,0,0,0.008707796,0.5648,0.051749571,9945
C17b,CLS_52,CLS_52b,b,HE562,T07:58:00,2020,9,29,7,7.32042,55.02621,55.02621,18,30.1186367,2.711387943,152.6830755,2.484633137,1.13582584,36.6461587,47.10522164,12.61239943,2.145448809,0.339170216,0.015775359,0,0,0.008707796,0.5648,0.051749571,18559
C17c,CLS_52,CLS_52c,c,HE562,T07:58:00,2020,9,29,7,7.32042,55.02621,55.026211,18,30.1186367,2.711387943,152.6830755,2.484633137,1.13582584,36.6461587,47.10522164,12.61239943,2.145448809,0.339170216,0.015775359,0,0,0.008707796,0.5648,0.051749571,19836
C18a,CLS_56,CLS_56a,a,HE562,T18:26:00,2020,10,2,18,7.83239,54.75002,54.750019,16,15.82747001,2.131762981,228.1788564,3.166315484,1.522660346,0.287294405,62.56553904,32.35653236,2.614379085,0.617682971,0.035911801,0,0,0.00219614,0.518,0.464584049,11632
C18b,CLS_56,CLS_56b,b,HE562,T18:26:00,2020,10,2,18,7.83239,54.75002,54.75002,16,15.82747001,2.131762981,228.1788564,3.166315484,1.522660346,0.287294405,62.56553904,32.35653236,2.614379085,0.617682971,0.035911801,0,0,0.00219614,0.518,0.464584049,13269
C18c,CLS_56,CLS_56c,c,HE562,T18:26:00,2020,10,2,18,7.83239,54.75002,54.750021,16,15.82747001,2.131762981,228.1788564,3.166315484,1.522660346,0.287294405,62.56553904,32.35653236,2.614379085,0.617682971,0.035911801,0,0,0.00219614,0.518,0.464584049,12763
C19a,CLS_57,CLS_57a,a,HE562,T13:55:00,2020,9,28,13,7.16829,55.04407,55.044069,17,34.10735156,2.991451553,125.7428652,2.943844628,4.457076948,45.59235459,45.66650189,3.344867359,0.757950239,0.18124897,0,0,0,0.009799503,0.5558,0.058428881,14240
C19b,CLS_57,CLS_57b,b,HE562,T13:55:00,2020,9,28,13,7.16829,55.04407,55.04407,17,34.10735156,2.991451553,125.7428652,2.943844628,4.457076948,45.59235459,45.66650189,3.344867359,0.757950239,0.18124897,0,0,0,0.009799503,0.5558,0.058428881,20837
C19c,CLS_57,CLS_57c,c,HE562,T13:55:00,2020,9,28,13,7.16829,55.04407,55.044071,17,34.10735156,2.991451553,125.7428652,2.943844628,4.457076948,45.59235459,45.66650189,3.344867359,0.757950239,0.18124897,0,0,0,0.009799503,0.5558,0.058428881,13268
C20a,CLS_61,CLS_61a,a,HE562,T17:04:00,2020,9,28,17,7.26504,55.03103,55.031029,14,31.18755875,2.344754904,196.8604355,2.82028392,0.520967327,14.39413429,56.09724723,27.77206072,0.906869051,0.192950862,0.115770517,0,0,0.004276563,0.5693,0.047797143,25382
C20b,CLS_61,CLS_61b,b,HE562,T17:04:00,2020,9,28,17,7.26504,55.03103,55.03103,14,31.18755875,2.344754904,196.8604355,2.82028392,0.520967327,14.39413429,56.09724723,27.77206072,0.906869051,0.192950862,0.115770517,0,0,0.004276563,0.5693,0.047797143,16068
C20c,CLS_61,CLS_61c,c,HE562,T17:04:00,2020,9,28,17,7.26504,55.03103,55.031031,14,31.18755875,2.344754904,196.8604355,2.82028392,0.520967327,14.39413429,56.09724723,27.77206072,0.906869051,0.192950862,0.115770517,0,0,0.004276563,0.5693,0.047797143,4062
C21a,CLS_66,CLS_66a,a,HE562,T12:54:00,2020,9,28,12,7.12294,55.02799,55.027989,18,31.94051144,2.626898517,161.8917624,3.170717876,1.190318741,20.94299696,68.4433276,8.061103029,1.031609575,0.251289512,0.079354583,0,0,0.005238771,0.5298,0.08892481,16176
C21b,CLS_66,CLS_66b,b,HE562,T12:54:00,2020,9,28,12,7.12294,55.02799,55.02799,18,31.94051144,2.626898517,161.8917624,3.170717876,1.190318741,20.94299696,68.4433276,8.061103029,1.031609575,0.251289512,0.079354583,0,0,0.005238771,0.5298,0.08892481,31898
C21c,CLS_66,CLS_66c,c,HE562,T12:54:00,2020,9,28,12,7.12294,55.02799,55.027991,18,31.94051144,2.626898517,161.8917624,3.170717876,1.190318741,20.94299696,68.4433276,8.061103029,1.031609575,0.251289512,0.079354583,0,0,0.005238771,0.5298,0.08892481,8886
C22b,CLS_67,CLS_67b,b,HE562,T09:04:00,2020,9,28,9,7.06618,55.04348,55.04348,19,33.59938832,2.715893766,152.2069598,3.342648517,0.882738197,25.51398143,69.01304174,3.172162424,0.871348027,0.41004613,0.136682043,0,0,0.007799346,0.4945,0.077678443,19796
C23a,CLS_69,CLS_69a,a,HE562,T17:26:00,2020,9,29,17,7.83448,55.08334,55.083339,17,18.46654582,2.362695538,194.4275361,3.41284111,2.420357166,3.480081115,73.92555766,19.34977432,0.667233597,0.117747105,0.039249035,0,0,0.003111909,0.4802,0.18746553,12868
C23b,CLS_69,CLS_69b,b,HE562,T17:26:00,2020,9,29,17,7.83448,55.08334,55.08334,17,18.46654582,2.362695538,194.4275361,3.41284111,2.420357166,3.480081115,73.92555766,19.34977432,0.667233597,0.117747105,0.039249035,0,0,0.003111909,0.4802,0.18746553,13221
C23c,CLS_69,CLS_69c,c,HE562,T17:26:00,2020,9,29,17,7.83448,55.08334,55.083341,17,18.46654582,2.362695538,194.4275361,3.41284111,2.420357166,3.480081115,73.92555766,19.34977432,0.667233597,0.117747105,0.039249035,0,0,0.003111909,0.4802,0.18746553,18159
C24a,CLS_70,CLS_70a,a,HE562,T12:35:00,2020,9,29,12,7.3512,55.00582,55.005819,17,29.54023605,2.868402985,136.9382148,3.691678414,0.824931256,37.62186484,58.86176152,1.999833347,0.483293059,0.166652779,0.041663195,0,0,0.0492265,0.5701,0.07266813,18293
C24b,CLS_70,CLS_70b,b,HE562,T12:35:00,2020,9,29,12,7.3512,55.00582,55.00582,17,29.54023605,2.868402985,136.9382148,3.691678414,0.824931256,37.62186484,58.86176152,1.999833347,0.483293059,0.166652779,0.041663195,0,0,0.0492265,0.5701,0.07266813,15713
C24c,CLS_70,CLS_70c,c,HE562,T12:35:00,2020,9,29,12,7.3512,55.00582,55.005821,17,29.54023605,2.868402985,136.9382148,3.691678414,0.824931256,37.62186484,58.86176152,1.999833347,0.483293059,0.166652779,0.041663195,0,0,0.0492265,0.5701,0.07266813,12677
