,station,sample,core,cruise,time,year,month,day,hour,x,y,y_adj,temperature,depth,grain_phi,grain_mm,grain_slope,mud_percent,vf_sand_percent,f_sand_percent,m_sand_percent,c_sand_percent,vc_sand_percent,vf_pebbles_percent,f_pebbles_percent,pebbles_percent,tom_proportion,shear_stress,vms_ospar,seq_depth
C72b,SAR_EM_67,SAR_EM_67b,b,HE562,T14:03:00,2020,9,27,14,6.86639,54.89976,54.89976,19,33.19002758,-0.631975755,1549.685819,1.803358618,0.618591645,0.042369291,0.660960936,3.745445301,6.923142107,67.58749259,12.41420219,3.864079315,4.143716634,0.004801414,0.4713,0.119315631,10347
C72c,SAR_EM_67,SAR_EM_67c,c,HE562,T14:03:00,2020,9,27,14,6.86639,54.89976,54.899761,19,33.19002758,-0.631975755,1549.685819,1.803358618,0.618591645,0.042369291,0.660960936,3.745445301,6.923142107,67.58749259,12.41420219,3.864079315,4.143716634,0.004801414,0.4713,0.119315631,12866
C73a,SAR_EM_68,SAR_EM_68a,a,HE562,T20:24:00,2020,9,30,20,7.41586,54.76568,54.765679,18,24.28194717,-1.177111755,2261.236289,1.417662484,0.226341225,0.550559736,0.758548969,0.831956934,3.615342265,52.38881752,20.00978773,8.637670521,12.9809751,0.005480936,0.6053,0.162404753,9994
C73b,SAR_EM_68,SAR_EM_68b,b,HE562,T20:24:00,2020,9,30,20,7.41586,54.76568,54.76568,18,24.28194717,-1.177111755,2261.236289,1.417662484,0.226341225,0.550559736,0.758548969,0.831956934,3.615342265,52.38881752,20.00978773,8.637670521,12.9809751,0.005480936,0.6053,0.162404753,15175
C73c,SAR_EM_68,SAR_EM_68c,c,HE562,T20:24:00,2020,9,30,20,7.41586,54.76568,54.765681,18,24.28194717,-1.177111755,2261.236289,1.417662484,0.226341225,0.550559736,0.758548969,0.831956934,3.615342265,52.38881752,20.00978773,8.637670521,12.9809751,0.005480936,0.6053,0.162404753,17185
C74a,SAR_EM_69,SAR_EM_69a,a,HE562,T09:03:00,2020,9,27,9,6.93148,54.85905,54.859049,18,32.46179556,2.031636532,244.5774786,2.503370761,2.793539939,0.866745651,49.04283844,43.44952298,2.338342583,1.153582341,0.106004864,0.249423209,0,0.001610903,0.5325,0.171337161,29996
C74b,SAR_EM_69,SAR_EM_69b,b,HE562,T09:03:00,2020,9,27,9,6.93148,54.85905,54.85905,18,32.46179556,2.031636532,244.5774786,2.503370761,2.793539939,0.866745651,49.04283844,43.44952298,2.338342583,1.153582341,0.106004864,0.249423209,0,0.001610903,0.5325,0.171337161,10697
C74c,SAR_EM_69,SAR_EM_69c,c,HE562,T09:03:00,2020,9,27,9,6.93148,54.85905,54.859051,18,32.46179556,2.031636532,244.5774786,2.503370761,2.793539939,0.866745651,49.04283844,43.44952298,2.338342583,1.153582341,0.106004864,0.249423209,0,0.001610903,0.5325,0.171337161,22011
C75a,SAR_EM_71,SAR_EM_71a,a,HE562,T12:00:00,2020,9,26,12,6.91828,54.84144,54.841439,17,31.17387075,-0.76309415,1697.126554,1.328241616,0.66535126,0.936080393,3.707612536,10.49419538,2.074060478,22.4613408,53.76955903,5.689900427,0.201899693,0.004299985,0.5492,0.10698919,8521
C75b,SAR_EM_71,SAR_EM_71b,b,HE562,T12:00:00,2020,9,26,12,6.91828,54.84144,54.84144,17,31.17387075,-0.76309415,1697.126554,1.328241616,0.66535126,0.936080393,3.707612536,10.49419538,2.074060478,22.4613408,53.76955903,5.689900427,0.201899693,0.004299985,0.5492,0.10698919,11735
C75c,SAR_EM_71,SAR_EM_71c,c,HE562,T12:00:00,2020,9,26,12,6.91828,54.84144,54.841441,17,31.17387075,-0.76309415,1697.126554,1.328241616,0.66535126,0.936080393,3.707612536,10.49419538,2.074060478,22.4613408,53.76955903,5.689900427,0.201899693,0.004299985,0.5492,0.10698919,15321
C76b,SAR_EM_72,SAR_EM_72b,b,HE562,T14:49:00,2020,9,26,14,6.92629,54.84859,54.84859,17,32.38243922,-0.67066379,1591.805196,0.885930647,1.093781649,1.164674904,7.145027345,17.92080211,3.362365809,22.18958882,25.07595706,11.52015394,10.52764837,0.010499103,0.5413,0.137020306,22938
C77b,SAR_EM_73,SAR_EM_73b,b,HE562,T07:45:00,2020,9,25,7,7.12019,54.77423,54.77423,18,28.9250563,-1.059230621,2083.819939,1.787185826,0.289174804,0.913624743,0.9303885,2.271489041,3.742508696,31.30212481,50.43795315,9.295503122,0.817233142,0.006267334,0.5929,0.034673766,19247
C78b,SAR_EM_74,SAR_EM_74b,b,HE562,T16:23:00,2020,9,23,16,7.13614,54.78013,54.78013,18,27.50924825,-1.448305986,2728.874384,2.168702501,0.517297123,0.247871538,0.247871538,0.204763444,0.797499731,18.81668283,59.71548658,18.13773036,1.314796853,0.011969832,0.5957,0.049907471,34160
C79b,SAS06,SAS06b,b,HE562,T04:13:00,2020,10,4,4,7.97434,54.55491,54.55491,16,10.20445557,1.155289496,448.9760844,3.077974896,0,0.05154344,5.452150507,59.97938262,29.6947483,4.701907107,0.108813928,0.011454098,0,0.003745427,1.025,1.147048837,40384
C80b,SAS07,SAS07b,b,HE562,T00:45:00,2020,10,4,0,7.87209,54.59281,54.59281,16,16.31782208,2.161386723,223.5412958,3.387532966,1.237947863,0.874895846,64.51612903,30.92488989,2.005713606,0.416617069,0.02380669,0,0,0.00317769,0.7678,1.032441889,20236
C81b,SAS08,SAS08b,b,HE562,T23:55:00,2020,10,3,23,7.89494,54.62844,54.62844,17.5,12.71248552,1.995151388,250.8416139,3.885236064,0.157086339,0.331626716,51.2974168,45.65394461,2.141028625,0.418896905,0,0,0,0.00262901,0.6478,0.733488136,10386
C82b,SAS09,SAS09b,b,HE562,T23:14:00,2020,10,3,23,7.9316,54.63334,54.63334,16,12.09715685,1.872147537,273.1664981,3.578194021,0.275955111,0.147176059,40.06868216,54.85374379,4.317164408,0.331146134,0.006132336,0,0,0.002717852,0.6568,1.0935498,8390
C83b,SAS10,SAS10b,b,HE562,T21:24:00,2020,10,3,21,7.88154,54.65704,54.65704,16,13.37942403,1.181342248,440.9410664,2.546174039,0.471375352,0.015205657,9.09298259,54.77077473,29.38493119,5.968220178,0.296510302,0,0,0.002740106,0.6586,0.605512887,15013
G02,SAR_EM_17,SAR_EM_17a,a,HE562,T14:25:00,2020,9,25,14,7.125,54.83552,54.835519,17,25.77346467,0.357115244,780.7241253,1.543945891,0.089402789,0.137084277,1.251639051,38.07962808,23.24472524,22.84539278,10.84157826,3.063535582,0.447013947,0.005336246,0.5383,0.178974208,23546
G03,SAR_EM_17,SAR_EM_17b,b,HE562,T14:25:00,2020,9,25,14,7.125,54.83552,54.83552,17,25.77346467,0.357115244,780.7241253,1.543945891,0.089402789,0.137084277,1.251639051,38.07962808,23.24472524,22.84539278,10.84157826,3.063535582,0.447013947,0.005336246,0.5383,0.178974208,14767
G04,SAR_EM_17,SAR_EM_17c,c,HE562,T14:25:00,2020,9,25,14,7.125,54.83552,54.835521,17,25.77346467,0.357115244,780.7241253,1.543945891,0.089402789,0.137084277,1.251639051,38.07962808,23.24472524,22.84539278,10.84157826,3.063535582,0.447013947,0.005336246,0.5383,0.178974208,35478
G05,SAR_EM_18,SAR_EM_18a,a,HE562,T15:16:00,2020,9,25,15,7.11908,54.83712,54.837119,17,25.57785206,0.929436779,525.063284,2.098808249,0.101398228,0.432276657,3.415519266,55.26203437,22.88397908,15.06564201,2.716405166,0.117408475,0.005336749,0.003490298,0.5322,0.170910306,11874
G06,SAR_EM_18,SAR_EM_18c,c,HE562,T15:16:00,2020,9,25,15,7.11908,54.83712,54.837121,17,25.57785206,0.929436779,525.063284,2.098808249,0.101398228,0.432276657,3.415519266,55.26203437,22.88397908,15.06564201,2.716405166,0.117408475,0.005336749,0.003490298,0.5322,0.170910306,11345
G07,SAR_EM_20,SAR_EM_20a,a,HE562,T16:44:00,2020,9,25,16,7.13423,54.83823,54.838229,17,25.9172076,0.973481992,509.2754253,2.150150931,0.32570123,0.009722425,2.518108016,59.56929658,22.5268582,12.08011278,2.508385591,0.345146079,0.116669097,0.003393565,0.5405,0.166398281,12537
G08,SAR_EM_20,SAR_EM_20b,b,HE562,T16:44:00,2020,9,25,16,7.13423,54.83823,54.83823,17,25.9172076,0.973481992,509.2754253,2.150150931,0.32570123,0.009722425,2.518108016,59.56929658,22.5268582,12.08011278,2.508385591,0.345146079,0.116669097,0.003393565,0.5405,0.166398281,21107
G09,SAR_EM_20,SAR_EM_20c,c,HE562,T16:44:00,2020,9,25,16,7.13423,54.83823,54.838231,17,25.9172076,0.973481992,509.2754253,2.150150931,0.32570123,0.009722425,2.518108016,59.56929658,22.5268582,12.08011278,2.508385591,0.345146079,0.116669097,0.003393565,0.5405,0.166398281,17944
G10,SAR_EM_22,SAR_EM_22a,a,HE562,T17:30:00,2020,9,25,17,7.13007,54.84166,54.841659,18,25.3221856,1.328800039,398.0992231,2.262243155,0.047798609,0.483297042,13.17648308,65.93552499,12.18333422,5.852674067,1.842901907,0.477986085,0,0.002453483,0.538,0.161885707,16101
G11,SAR_EM_22,SAR_EM_22c,c,HE562,T17:30:00,2020,9,25,17,7.13007,54.84166,54.841661,18,25.3221856,1.328800039,398.0992231,2.262243155,0.047798609,0.483297042,13.17648308,65.93552499,12.18333422,5.852674067,1.842901907,0.477986085,0,0.002453483,0.538,0.161885707,21340
G12,SAR_EM_52,SAR_EM_52a,a,HE562,T18:37:00,2020,9,25,18,7.11311,54.8583,54.858299,18,25.26340473,-0.221841035,1166.220861,2.321276226,0.02335721,0.031142946,0.218000623,10.81438804,17.08190595,60.81438804,10.15260044,0.864216755,0,0.009852296,0.5238,0.117927336,12274
G13,SAR_EM_52,SAR_EM_52b,b,HE562,T18:37:00,2020,9,25,18,7.11311,54.8583,54.8583,18,25.26340473,-0.221841035,1166.220861,2.321276226,0.02335721,0.031142946,0.218000623,10.81438804,17.08190595,60.81438804,10.15260044,0.864216755,0,0.009852296,0.5238,0.117927336,14467
G14,SAR_EM_52,SAR_EM_52c,c,HE562,T18:37:00,2020,9,25,18,7.11311,54.8583,54.858301,18,25.26340473,-0.221841035,1166.220861,2.321276226,0.02335721,0.031142946,0.218000623,10.81438804,17.08190595,60.81438804,10.15260044,0.864216755,0,0.009852296,0.5238,0.117927336,11791
G15,SAR_EM_83,SAR_EM_83a,a,HE562,T20:41:00,2020,9,25,20,7.09701,54.85135,54.851349,17,25.90163675,-0.393495789,1313.572463,2.476286535,0.372498264,0.02525412,0.486141802,6.654460509,6.736536397,73.95668918,10.62567081,1.142748911,0,0.009256267,0.5163,0.118066507,11042
G16,SAR_EM_83,SAR_EM_83b,b,HE562,T20:41:00,2020,9,25,20,7.09701,54.85135,54.85135,17,25.90163675,-0.393495789,1313.572463,2.476286535,0.372498264,0.02525412,0.486141802,6.654460509,6.736536397,73.95668918,10.62567081,1.142748911,0,0.009256267,0.5163,0.118066507,15264
G17,SAR_EM_83,SAR_EM_83c,c,HE562,T20:41:00,2020,9,25,20,7.09701,54.85135,54.851351,17,25.90163675,-0.393495789,1313.572463,2.476286535,0.372498264,0.02525412,0.486141802,6.654460509,6.736536397,73.95668918,10.62567081,1.142748911,0,0.009256267,0.5163,0.118066507,24107
G18,SAR10,SAR10a,a,HE562,T06:29:00,2020,9,26,6,6.91541,54.80789,54.807889,17,33.2112978,-0.616513324,1533.165377,1.049174237,1.460957179,1.475350846,6.570708888,5.102554876,10.75206909,37.32997481,19.05721483,12.46491544,5.786254048,0.00834436,0.58,0.061257028,13425
G19,SAR10,SAR10c,c,HE562,T06:29:00,2020,9,26,6,6.91541,54.80789,54.807891,17,33.2112978,-0.616513324,1533.165377,1.049174237,1.460957179,1.475350846,6.570708888,5.102554876,10.75206909,37.32997481,19.05721483,12.46491544,5.786254048,0.00834436,0.58,0.061257028,9615
G20,SAR_EM_65,SAR_EM_65a,a,HE562,T18:26:00,2020,9,27,18,6.87118,54.92842,54.928419,18,34.83605607,-0.361213612,1284.505985,1.74284813,0.310412309,1.484580606,2.80045887,7.557864903,5.17578784,61.92725555,19.3872731,1.356366826,0,0.020024138,0.4608,0.146352947,34209
G21,SAR_EM_65,SAR_EM_65c,c,HE562,T18:26:00,2020,9,27,18,6.87118,54.92842,54.928421,18,34.83605607,-0.361213612,1284.505985,1.74284813,0.310412309,1.484580606,2.80045887,7.557864903,5.17578784,61.92725555,19.3872731,1.356366826,0,0.020024138,0.4608,0.146352947,7611
G22,SAR_EM_54,SAR_EM_54a,a,HE562,T13:33:00,2020,9,30,13,7.46743,54.79083,54.790829,17,21.94429657,0.779640858,582.5117847,2.531059143,0.211324507,0.024861707,1.82112002,37.77736342,46.81459382,12.77270185,0.180247374,0.149170241,0.248617068,0.001962814,0.59,0.198218108,36682
G23,SAR_EM_54,SAR_EM_54c,c,HE562,T13:33:00,2020,9,30,13,7.46743,54.79083,54.790831,17,21.94429657,0.779640858,582.5117847,2.531059143,0.211324507,0.024861707,1.82112002,37.77736342,46.81459382,12.77270185,0.180247374,0.149170241,0.248617068,0.001962814,0.59,0.198218108,9585
G24,SAR_EM_56,SAR_EM_56a,a,HE562,T16:15:00,2020,9,30,16,7.45229,54.78769,54.787689,17,22.3752883,1.006235106,497.8437398,2.067924437,0.056543318,1.011497141,9.524407866,45.41684991,27.03398882,16.82477854,0.125651819,0,0.006282591,0.002485988,0.6059,0.180346947,27710
G25,SAR_EM_56,SAR_EM_56c,c,HE562,T16:15:00,2020,9,30,16,7.45229,54.78769,54.787691,17,22.3752883,1.006235106,497.8437398,2.067924437,0.056543318,1.011497141,9.524407866,45.41684991,27.03398882,16.82477854,0.125651819,0,0.006282591,0.002485988,0.6059,0.180346947,35970
G28,SAR_EM_40,SAR_EM_40a,a,HE562,T17:06:00,2020,10,1,17,7.55298,54.70603,54.706029,17,21.65783807,-0.617031468,1533.716112,1.770198107,0.077807039,0.161599234,0.532678956,4.674407469,9.582236055,66.30955231,10.98874791,1.047402442,6.62556859,0.004859662,0.6542,0.426073316,4204
G29,SAR_EM_40,SAR_EM_40c,c,HE562,T17:06:00,2020,10,1,17,7.55298,54.70603,54.706031,17,21.65783807,-0.617031468,1533.716112,1.770198107,0.077807039,0.161599234,0.532678956,4.674407469,9.582236055,66.30955231,10.98874791,1.047402442,6.62556859,0.004859662,0.6542,0.426073316,6732
G30,SAR_EM_60,SAR_EM_60a,a,HE562,T21:50:00,2020,9,30,21,7.43928,54.76255,54.762549,18,22.86392889,0.594306526,662.3627632,2.771605444,0.109008799,0.046718057,1.448259752,24.20773962,56.06166783,17.82293857,0.280308339,0.023359028,0,0.002579955,0.6141,0.17290615,35473
G31,SAR_EM_60,SAR_EM_60c,c,HE562,T21:50:00,2020,9,30,21,7.43928,54.76255,54.762551,18,22.86392889,0.594306526,662.3627632,2.771605444,0.109008799,0.046718057,1.448259752,24.20773962,56.06166783,17.82293857,0.280308339,0.023359028,0,0.002579955,0.6141,0.17290615,11988
G34,SAR_EM_58,SAR_EM_58a,a,HE562,T17:59:00,2020,9,30,17,7.42878,54.78437,54.784369,17,24.6577937,-0.565063921,1479.453058,1.531432028,0.142713674,0.58142608,2.605845975,6.369258417,6.337544268,62.2231619,13.67408425,2.087848195,5.978117237,0.002530455,0.5981,0.15584021,15854
G35,SAR_EM_58,SAR_EM_58b,b,HE562,T17:59:00,2020,9,30,17,7.42878,54.78437,54.78437,17,24.6577937,-0.565063921,1479.453058,1.531432028,0.142713674,0.58142608,2.605845975,6.369258417,6.337544268,62.2231619,13.67408425,2.087848195,5.978117237,0.002530455,0.5981,0.15584021,11302
G36,SAR_EM_58,SAR_EM_58c,c,HE562,T17:59:00,2020,9,30,17,7.42878,54.78437,54.784371,17,24.6577937,-0.565063921,1479.453058,1.531432028,0.142713674,0.58142608,2.605845975,6.369258417,6.337544268,62.2231619,13.67408425,2.087848195,5.978117237,0.002530455,0.5981,0.15584021,5467
G37,SAR_EM_59,SAR_EM_59a,a,HE562,T19:10:00,2020,9,30,19,7.42804,54.77733,54.777329,18,23.83869806,-0.751400593,1683.426337,2.945360006,0.369448237,0,0.514014939,0.417637138,1.003935427,70.80555779,23.94185206,2.947554413,0,0.002584047,0.5992,0.153841482,2135
G38,SAR_EM_59,SAR_EM_59c,c,HE562,T19:10:00,2020,9,30,19,7.42804,54.77733,54.777331,18,23.83869806,-0.751400593,1683.426337,2.945360006,0.369448237,0,0.514014939,0.417637138,1.003935427,70.80555779,23.94185206,2.947554413,0,0.002584047,0.5992,0.153841482,7242
G39,SAR_EM_28,SAR_EM_28a,a,HE562,T12:58:00,2020,10,1,12,7.59433,54.6821,54.682099,18,21.69735411,-0.5172621,1431.236515,5.167257338,0.182692308,0,0.211538462,0.192307692,0.798076923,95.91346154,1.5,1.201923077,0,0.004939,0.6558,0.476982198,21969
G40,SAR_EM_28,SAR_EM_28c,c,HE562,T12:58:00,2020,10,1,12,7.59433,54.6821,54.682101,18,21.69735411,-0.5172621,1431.236515,5.167257338,0.182692308,0,0.211538462,0.192307692,0.798076923,95.91346154,1.5,1.201923077,0,0.004939,0.6558,0.476982198,16859
G41,SAR_EM_30,SAR_EM_30a,a,HE562,T13:29:00,2020,10,1,13,7.57851,54.68594,54.685939,16,22.23686515,-0.593672565,1509.083427,3.675694113,0.292510199,0.069278731,0.200138557,0.431067662,3.302286198,81.15618505,14.10207066,0.446462936,0,0.006781913,0.6682,0.474425477,16802
G42,SAR_EM_30,SAR_EM_30c,c,HE562,T13:29:00,2020,10,1,13,7.57851,54.68594,54.685941,16,22.23686515,-0.593672565,1509.083427,3.675694113,0.292510199,0.069278731,0.200138557,0.431067662,3.302286198,81.15618505,14.10207066,0.446462936,0,0.006781913,0.6682,0.474425477,11471
G43,SAR_EM_31,SAR_EM_31a,a,HE562,T14:05:00,2020,10,1,14,7.572,54.6885,54.688499,17,23.30196432,-0.577083856,1491.830736,4.643881553,0.150447925,0.061546878,0.075223962,0.191479177,2.386651166,87.58804623,9.143130685,0.403473979,0,0.006082328,0.6688,0.469183395,12810
G44,SAR_EM_31,SAR_EM_31c,c,HE562,T14:05:00,2020,10,1,14,7.572,54.6885,54.688501,17,23.30196432,-0.577083856,1491.830736,4.643881553,0.150447925,0.061546878,0.075223962,0.191479177,2.386651166,87.58804623,9.143130685,0.403473979,0,0.006082328,0.6688,0.469183395,22490
G45,SAR_EM_33,SAR_EM_33a,a,HE562,T14:42:00,2020,10,1,14,7.57284,54.69524,54.695239,18,21.66458261,-0.176515542,1130.150998,2.847642432,0.040018008,0.080036016,0,8.448801961,18.7884548,68.61087489,3.821719774,0.210094543,0,0.002801642,0.6688,0.452676449,5583
G46,SAR_EM_33,SAR_EM_33c,c,HE562,T14:42:00,2020,10,1,14,7.57284,54.69524,54.695241,18,21.66458261,-0.176515542,1130.150998,2.847642432,0.040018008,0.080036016,0,8.448801961,18.7884548,68.61087489,3.821719774,0.210094543,0,0.002801642,0.6688,0.452676449,9880
G47,SAR_EM_36,SAR_EM_36a,a,HE562,T16:15:00,2020,10,1,16,7.5611,54.70203,54.702029,19,21.45126667,-0.970890108,1960.049525,3.064146807,0.033590863,0.047027209,0.188108834,0.369499496,3.103795768,48.08196171,44.62882096,3.547195163,0,0.00307908,0.6673,0.429316647,9589
G48,SAR_EM_36,SAR_EM_36c,c,HE562,T16:15:00,2020,10,1,16,7.5611,54.70203,54.702031,19,21.45126667,-0.970890108,1960.049525,3.064146807,0.033590863,0.047027209,0.188108834,0.369499496,3.103795768,48.08196171,44.62882096,3.547195163,0,0.00307908,0.6673,0.429316647,28936
G49,SAS06,SAS06a,a,HE562,T04:13:00,2020,10,4,4,7.97434,54.55491,54.554909,16,10.20445557,1.155289496,448.9760844,3.077974896,0,0.05154344,5.452150507,59.97938262,29.6947483,4.701907107,0.108813928,0.011454098,0,0.003745427,1.025,1.147048837,12203
G50,SAS06,SAS06c,c,HE562,T04:13:00,2020,10,4,4,7.97434,54.55491,54.554911,16,10.20445557,1.155289496,448.9760844,3.077974896,0,0.05154344,5.452150507,59.97938262,29.6947483,4.701907107,0.108813928,0.011454098,0,0.003745427,1.025,1.147048837,22084
G51,585,585a,a,HE562,T02:38:00,2020,10,4,2,7.92808,54.58366,54.583659,16,12.05843567,1.489407244,356.1588528,3.131669338,0.395787688,0.501802248,14.01512474,69.53141565,14.04339529,1.364053997,0.148420383,0,0,0.002797684,0.8144,0.903797176,12912
G52,585,585c,c,HE562,T02:38:00,2020,10,4,2,7.92808,54.58366,54.583661,16,12.05843567,1.489407244,356.1588528,3.131669338,0.395787688,0.501802248,14.01512474,69.53141565,14.04339529,1.364053997,0.148420383,0,0,0.002797684,0.8144,0.903797176,19497
